,City,State,Median_Age,Male_Population,Female_Population,Total_Population,Number_of_Veterans,Foreign-born,Average_household_size,State_code,Race,Count
250,Westminster,California,42.9,45538.0,46573.0,92111,3435.0,42227.0,3.27,CA,White,37593
251,Waterbury,Connecticut,36.2,52235.0,56572.0,108807,3493.0,19967.0,2.71,CT,White,69075
252,Waterbury,Connecticut,36.2,52235.0,56572.0,108807,3493.0,19967.0,2.71,CT,Black or African-American,26972
253,Davie,Florida,40.8,48754.0,52140.0,100894,4655.0,26532.0,2.72,FL,American Indian and Alaska Native,464
254,Houston,Texas,32.6,1149686.0,1148942.0,2298628,71898.0,696210.0,2.66,TX,Asian,173854
255,Concord,California,39.6,62310.0,66358.0,128668,6287.0,37428.0,2.72,CA,White,92575
256,Eagan,Minnesota,36.8,31587.0,34701.0,66288,2699.0,8642.0,2.49,MN,Hispanic or Latino,4328
257,Duluth,Minnesota,34.7,41271.0,44855.0,86126,5015.0,2258.0,2.25,MN,Asian,1721
259,Ellicott City,Maryland,42.4,34406.0,36526.0,70932,3856.0,17587.0,2.73,MD,American Indian and Alaska Native,396
260,Port Saint Lucie,Florida,42.1,84069.0,95341.0,179410,12416.0,34003.0,2.91,FL,Asian,7967
261,Greeley,Colorado,31.0,50792.0,50091.0,100883,4294.0,11480.0,2.75,CO,White,92874
262,Ames,Iowa,23.0,33814.0,31238.0,65052,2265.0,8606.0,2.16,IA,White,56157
263,West Jordan,Utah,30.8,57898.0,54044.0,111942,3577.0,11492.0,3.46,UT,Hispanic or Latino,21315
264,Chico,California,29.9,46168.0,44168.0,90336,4519.0,8425.0,2.5,CA,Hispanic or Latino,15578
265,Sioux City,Iowa,34.3,38827.0,43949.0,82776,4093.0,7471.0,2.57,IA,Black or African-American,3994
266,Sioux City,Iowa,34.3,38827.0,43949.0,82776,4093.0,7471.0,2.57,IA,American Indian and Alaska Native,1956
267,Washington,District of Columbia,33.8,319705.0,352523.0,672228,25963.0,95117.0,2.24,DC,Hispanic or Latino,71129
268,Chino Hills,California,41.9,39639.0,38674.0,78313,3358.0,24764.0,3.05,CA,Asian,28132
269,New Bedford,Massachusetts,38.6,43793.0,51166.0,94959,4185.0,19024.0,2.39,MA,White,63938
270,Avondale,Arizona,29.1,38712.0,41971.0,80683,4815.0,8355.0,3.18,AZ,Hispanic or Latino,34716
271,San Bernardino,California,28.5,108671.0,107466.0,216137,7741.0,55135.0,3.55,CA,Black or African-American,36393
272,Longmont,Colorado,36.8,43941.0,48280.0,92221,4925.0,10424.0,2.63,CO,White,85853
273,Lincoln,Nebraska,32.3,138544.0,138802.0,277346,14694.0,22958.0,2.4,NE,White,246677
274,Pasco,Washington,28.6,35298.0,32799.0,68097,2052.0,16265.0,3.45,WA,Asian,2215
275,Cincinnati,Ohio,32.7,143654.0,154883.0,298537,13699.0,16896.0,2.08,OH,White,162245
276,New Braunfels,Texas,37.0,33071.0,36852.0,69923,5204.0,5405.0,2.85,TX,Asian,1610
277,Escondido,California,33.3,76551.0,74907.0,151458,8110.0,46298.0,3.27,CA,Asian,14398
278,Union City,New Jersey,35.4,35376.0,33773.0,69149,705.0,40553.0,2.85,NJ,Asian,4044
279,Fontana,California,29.5,100644.0,106828.0,207472,4076.0,61448.0,4.15,CA,American Indian and Alaska Native,2656
280,Milwaukee,Wisconsin,31.6,286315.0,313839.0,600154,20615.0,58321.0,2.51,WI,American Indian and Alaska Native,10813
281,Racine,Wisconsin,33.7,39314.0,38423.0,77737,4650.0,4403.0,2.56,WI,White,52445
282,Santa Maria,California,30.1,53320.0,51762.0,105082,2876.0,39192.0,3.83,CA,American Indian and Alaska Native,1575
283,Sparks,Nevada,36.1,47780.0,48318.0,96098,7315.0,15690.0,2.63,NV,Black or African-American,4226
284,Marysville,Washington,33.2,33436.0,33337.0,66773,5714.0,7721.0,2.79,WA,Hispanic or Latino,7142
285,Inglewood,California,34.9,52995.0,58661.0,111656,2703.0,34171.0,3.12,CA,Black or African-American,44991
286,Cedar Rapids,Iowa,36.2,63109.0,67296.0,130405,7823.0,5404.0,2.32,IA,White,116851
287,German,Maryland,34.9,41115.0,43007.0,84122,2443.0,27877.0,2.95,MD,Hispanic or Latino,18202
288,Highlands Ranch,Colorado,39.6,49186.0,53281.0,102467,4840.0,8827.0,2.72,CO,Asian,5650
289,Quincy,Massachusetts,41.0,44129.0,49500.0,93629,4147.0,32935.0,2.39,MA,Hispanic or Latino,2566
290,Spring Valley,Nevada,37.0,96808.0,97147.0,193955,10644.0,61072.0,2.79,NV,Hispanic or Latino,40374
291,Tustin,California,33.4,39511.0,41052.0,80563,2434.0,25034.0,3.27,CA,Asian,16074
292,Tustin,California,33.4,39511.0,41052.0,80563,2434.0,25034.0,3.27,CA,American Indian and Alaska Native,538
293,Sioux City,Iowa,34.3,38827.0,43949.0,82776,4093.0,7471.0,2.57,IA,Hispanic or Latino,15602
294,Kent,Washington,33.4,61825.0,65137.0,126962,7985.0,38175.0,3.06,WA,Asian,26168
295,New Bedford,Massachusetts,38.6,43793.0,51166.0,94959,4185.0,19024.0,2.39,MA,Hispanic or Latino,18336
296,Urban Honolulu,Hawaii,41.4,176807.0,175959.0,352766,23213.0,101312.0,2.69,HI,Asian,240978
297,Richmond,California,35.3,52615.0,57100.0,109715,3611.0,42215.0,2.87,CA,Black or African-American,27434
298,Deltona,Florida,39.9,44853.0,43621.0,88474,5664.0,7098.0,2.89,FL,Hispanic or Latino,31357
299,Kissimmee,Florida,36.7,33283.0,35869.0,69152,2449.0,16879.0,3.01,FL,Hispanic or Latino,44120
300,Springfield,Massachusetts,31.8,74744.0,79592.0,154336,5723.0,16226.0,2.81,MA,Asian,5606
301,Springfield,Massachusetts,31.8,74744.0,79592.0,154336,5723.0,16226.0,2.81,MA,American Indian and Alaska Native,2087
302,Fort Smith,Arkansas,34.9,43346.0,44849.0,88195,3408.0,13177.0,2.44,AR,Black or African-American,9851
303,San Bernardino,California,28.5,108671.0,107466.0,216137,7741.0,55135.0,3.55,CA,Asian,12981
304,San Mateo,California,39.3,50966.0,52558.0,103524,2730.0,34957.0,2.64,CA,White,62656
305,Fall River,Massachusetts,39.3,43314.0,45456.0,88770,4143.0,14775.0,2.21,MA,Black or African-American,6389
306,Bellingham,Washington,30.7,41286.0,43857.0,85143,4703.0,8713.0,2.44,WA,Asian,8010
307,Carmichael,California,41.0,29281.0,33934.0,63215,4225.0,7378.0,2.39,CA,White,55862
308,Philadelphia,Pennsylvania,34.1,741270.0,826172.0,1567442,61995.0,205339.0,2.61,PA,Black or African-American,691186
309,Maple Grove,Minnesota,38.6,31780.0,36601.0,68381,2943.0,7645.0,2.64,MN,Hispanic or Latino,1685
310,Pittsburgh,Pennsylvania,32.9,149690.0,154695.0,304385,17728.0,28187.0,2.13,PA,Asian,21227
311,Union City,New Jersey,35.4,35376.0,33773.0,69149,705.0,40553.0,2.85,NJ,Black or African-American,4686
312,Fontana,California,29.5,100644.0,106828.0,207472,4076.0,61448.0,4.15,CA,Black or African-American,16986
313,Lauderhill,Florida,35.7,32813.0,38761.0,71574,1965.0,25471.0,3.02,FL,Hispanic or Latino,6089
314,Bolingbrook,Illinois,33.7,36295.0,35801.0,72096,2951.0,15212.0,3.42,IL,Black or African-American,12671
315,Bolingbrook,Illinois,33.7,36295.0,35801.0,72096,2951.0,15212.0,3.42,IL,Asian,9788
316,Worcester,Massachusetts,34.9,90951.0,93855.0,184806,9408.0,36907.0,2.43,MA,Asian,15932
317,Providence,Rhode Island,29.9,89090.0,90114.0,179204,4933.0,53532.0,2.72,RI,Asian,13432
318,Fayetteville,Arkansas,27.1,41959.0,40873.0,82832,4744.0,6313.0,2.28,AR,White,68830
319,Santa Rosa,California,37.9,86840.0,88149.0,174989,9101.0,33015.0,2.7,CA,White,138506
320,Union City,California,38.5,38599.0,35911.0,74510,1440.0,32752.0,3.46,CA,White,16845
321,Lakeland,Florida,38.1,47840.0,56570.0,104410,7390.0,11592.0,2.56,FL,Black or African-American,25111
322,Lakeland,Florida,38.1,47840.0,56570.0,104410,7390.0,11592.0,2.56,FL,Asian,3348
323,Boulder,Colorado,29.0,56342.0,51000.0,107342,4061.0,12993.0,2.24,CO,White,98243
324,Richmond,Virginia,33.6,104793.0,115496.0,220289,12538.0,15741.0,2.29,VA,Asian,6626
325,Marysville,Washington,33.2,33436.0,33337.0,66773,5714.0,7721.0,2.79,WA,American Indian and Alaska Native,3260
326,Beaverton,Oregon,35.6,47325.0,49252.0,96577,4645.0,18933.0,2.46,OR,Asian,10538
327,Bayonne,New Jersey,39.7,32705.0,33598.0,66303,2225.0,21899.0,2.62,NJ,Asian,7171
328,Lakewood,Colorado,37.7,76013.0,76576.0,152589,9988.0,14169.0,2.29,CO,Black or African-American,2679
329,Santa Barbara,California,37.8,45068.0,46784.0,91852,4518.0,19441.0,2.51,CA,White,73659
330,Yuba City,California,34.5,33654.0,33290.0,66944,4706.0,18032.0,2.9,CA,Hispanic or Latino,20890
331,Palo Alto,California,40.2,31451.0,35397.0,66848,2025.0,23348.0,2.55,CA,American Indian and Alaska Native,556
332,Pueblo,Colorado,37.6,55635.0,53784.0,109419,7989.0,3578.0,2.44,CO,White,86097
334,Fort Wayne,Indiana,34.7,124815.0,133329.0,258144,13539.0,19146.0,2.45,IN,Black or African-American,46319
335,Santa Ana,California,30.8,167503.0,167920.0,335423,4735.0,152999.0,4.58,CA,Black or African-American,5813
336,Bismarck,North Dakota,38.0,34675.0,35565.0,70240,4145.0,2064.0,2.11,ND,Asian,930
337,Phoenix,Arizona,33.8,786833.0,776168.0,1563001,72388.0,300702.0,2.89,AZ,Hispanic or Latino,669914
338,Daly City,California,39.7,53817.0,52757.0,106574,3782.0,56640.0,3.26,CA,White,25522
339,South San Francisco,California,39.4,34177.0,33094.0,67271,1839.0,27528.0,3.33,CA,Black or African-American,2327
340,Vacaville,California,35.8,50091.0,46703.0,96794,9064.0,10577.0,2.9,CA,Hispanic or Latino,23395
341,Bloomington,Indiana,23.5,40588.0,43227.0,83815,2368.0,10033.0,2.33,IN,Hispanic or Latino,3643
342,Independence,Missouri,38.6,54348.0,62907.0,117255,10220.0,4911.0,2.33,MO,White,98940
343,Independence,Missouri,38.6,54348.0,62907.0,117255,10220.0,4911.0,2.33,MO,Black or African-American,10394
344,Kennewick,Washington,32.0,38492.0,40411.0,78903,5158.0,8376.0,2.78,WA,American Indian and Alaska Native,1101
345,Flagstaff,Arizona,23.9,33224.0,37093.0,70317,3667.0,4262.0,2.55,AZ,Asian,2646
346,Antioch,California,34.0,54733.0,55809.0,110542,5681.0,24942.0,3.31,CA,Hispanic or Latino,35563
347,Brandon,Florida,36.1,55679.0,58289.0,113968,9417.0,16390.0,2.64,FL,Asian,9440
348,Kansas City,Kansas,33.4,74606.0,76655.0,151261,8139.0,25507.0,2.71,KS,Black or African-American,40177
349,Waukegan,Illinois,32.3,45514.0,42833.0,88347,3404.0,30997.0,2.92,IL,Asian,4933
350,Eugene,Oregon,33.4,79071.0,84377.0,163448,8896.0,14503.0,2.34,OR,Hispanic or Latino,17356
351,Eugene,Oregon,33.4,79071.0,84377.0,163448,8896.0,14503.0,2.34,OR,Black or African-American,5632
352,Fort Collins,Colorado,29.6,80893.0,80288.0,161181,8425.0,9704.0,2.45,CO,American Indian and Alaska Native,3271
353,Jacksonville,North Carolina,24.2,40015.0,27348.0,67363,8252.0,3732.0,2.51,NC,Black or African-American,13253
354,Mesquite,Texas,34.6,69240.0,75884.0,145124,6438.0,26755.0,2.96,TX,Black or African-American,37339
355,Hawthorne,California,33.7,43682.0,44762.0,88444,2123.0,32107.0,2.97,CA,Hispanic or Latino,50115
356,Boca Raton,Florida,47.3,44760.0,48466.0,93226,4367.0,21117.0,2.22,FL,Asian,2494
357,Cary,North Carolina,39.9,78932.0,81582.0,160514,7426.0,30008.0,2.61,NC,Hispanic or Latino,10327
358,Saint Joseph,Missouri,35.7,37688.0,38408.0,76096,5846.0,3755.0,2.58,MO,Asian,1271
359,Melbourne,Florida,43.4,39180.0,40956.0,80136,8363.0,9685.0,2.37,FL,American Indian and Alaska Native,251
360,Palm Bay,Florida,40.7,51767.0,56128.0,107895,10942.0,12070.0,2.82,FL,Black or African-American,20891
361,Plantation,Florida,40.6,42881.0,49674.0,92555,4037.0,27902.0,2.73,FL,Hispanic or Latino,26401
362,Overland Park,Kansas,38.2,93355.0,93156.0,186511,10461.0,21407.0,2.41,KS,Black or African-American,10685
363,Olathe,Kansas,33.0,65046.0,69270.0,134316,6042.0,11913.0,2.97,KS,Asian,6288
364,Sioux Falls,South Dakota,34.6,86596.0,84934.0,171530,8658.0,12934.0,2.38,SD,White,149298
365,Portsmouth,Virginia,33.6,45900.0,50301.0,96201,10261.0,1815.0,2.54,VA,Black or African-American,52972
366,Kansas City,Missouri,35.9,228430.0,246931.0,475361,24710.0,37787.0,2.35,MO,Hispanic or Latino,46037
367,North Little Rock,Arkansas,33.6,31671.0,34835.0,66506,4130.0,2787.0,2.62,AR,White,34118
368,Jackson,Tennessee,35.3,30007.0,36973.0,66980,3529.0,2097.0,2.52,TN,Asian,1171
369,Bryan,Texas,29.4,41761.0,40345.0,82106,3602.0,12014.0,2.55,TX,American Indian and Alaska Native,3557
370,Lynchburg,Virginia,28.7,38614.0,41198.0,79812,4322.0,4364.0,2.48,VA,Hispanic or Latino,2689
371,Spokane,Washington,36.6,102756.0,110511.0,213267,18044.0,13253.0,2.34,WA,Asian,9059
372,Colorado Springs,Colorado,34.8,225544.0,231018.0,456562,49291.0,35320.0,2.48,CO,Asian,22619
373,Wichita Falls,Texas,34.0,55775.0,48934.0,104709,7800.0,9855.0,2.41,TX,White,82860
374,McKinney,Texas,35.6,77339.0,85548.0,162887,8082.0,25760.0,2.91,TX,White,129192
375,Huntsville,Alabama,38.1,91764.0,97350.0,189114,16637.0,12691.0,2.18,AL,Black or African-American,61561
376,Lynwood,California,29.4,35634.0,36371.0,72005,776.0,28061.0,4.43,CA,Black or African-American,5346
377,Cranston,Rhode Island,39.9,38365.0,42712.0,81077,4702.0,10631.0,2.56,RI,White,64806
378,Amarillo,Texas,33.8,99391.0,100260.0,199651,11008.0,21124.0,2.64,TX,Asian,8563
379,Lexington-Fayette  county,Kentucky,34.4,154032.0,160456.0,314488,16661.0,28613.0,2.34,KY,Hispanic or Latino,21766
380,Henderson,Nevada,42.5,139412.0,146246.0,285658,25045.0,35666.0,2.55,NV,Hispanic or Latino,47154
381,Henderson,Nevada,42.5,139412.0,146246.0,285658,25045.0,35666.0,2.55,NV,White,234301
382,Norfolk,Virginia,30.2,128917.0,117476.0,246393,29445.0,16702.0,2.51,VA,White,127741
383,Richardson,Texas,35.5,54676.0,56151.0,110827,4797.0,29579.0,2.83,TX,White,76116
384,Arvada,Colorado,41.0,54870.0,60165.0,115035,8930.0,4921.0,2.49,CO,Hispanic or Latino,16419
385,Hollywood,Florida,41.4,75358.0,74363.0,149721,6056.0,55158.0,2.65,FL,White,107916
386,Chesapeake,Virginia,36.7,114964.0,120465.0,235429,29772.0,13966.0,2.73,VA,Black or African-American,73850
387,Columbus,Ohio,32.5,413981.0,435086.0,849067,40238.0,101129.0,2.4,OH,Asian,48974
388,Saint George,Utah,37.3,38732.0,41475.0,80207,4443.0,4824.0,2.81,UT,Asian,1649
389,Turlock,California,36.2,33190.0,39103.0,72293,3397.0,14686.0,2.76,CA,Hispanic or Latino,23559
390,Spring Hill,Florida,45.1,48295.0,54902.0,103197,9737.0,7893.0,2.58,FL,Hispanic or Latino,15838
391,Kenosha,Wisconsin,36.3,49349.0,50507.0,99856,6238.0,7443.0,2.55,WI,Asian,2537
392,Syracuse,New York,30.3,69462.0,74690.0,144152,5845.0,17733.0,2.39,NY,White,88679
393,Kendall,Florida,40.2,36658.0,39808.0,76466,1678.0,31180.0,2.81,FL,White,70266
394,Redondo Beach,California,43.0,34855.0,33330.0,68185,3014.0,13536.0,2.34,CA,American Indian and Alaska Native,1007
395,Redding,California,38.8,42530.0,49049.0,91579,6926.0,5181.0,2.42,CA,Hispanic or Latino,9143
396,Redding,California,38.8,42530.0,49049.0,91579,6926.0,5181.0,2.42,CA,White,81244
397,Walnut Creek,California,47.6,31994.0,36912.0,68906,4977.0,13624.0,2.22,CA,Black or African-American,1705
398,Mission,Texas,32.9,40530.0,42777.0,83307,2383.0,22608.0,3.51,TX,White,77985
399,Livonia,Michigan,47.4,45369.0,49264.0,94633,5397.0,7175.0,2.52,MI,Asian,2719
400,McAllen,Texas,32.3,68332.0,71921.0,140253,4356.0,37691.0,3.19,TX,Black or African-American,3332
401,Cheektowaga,New York,40.7,37476.0,38599.0,76075,5408.0,3532.0,2.3,NY,White,63541
402,Oceanside,California,39.4,87482.0,88232.0,175714,18051.0,37492.0,2.72,CA,Hispanic or Latino,62100
403,Orlando,Florida,33.1,130940.0,139977.0,270917,12782.0,50558.0,2.42,FL,Hispanic or Latino,89306
404,Parma,Ohio,40.8,38425.0,41518.0,79943,5028.0,6909.0,2.42,OH,Asian,974
405,Harlingen,Texas,30.1,32404.0,33365.0,65769,2761.0,10391.0,3.0,TX,Asian,2166
406,Pembroke Pines,Florida,40.3,77050.0,89574.0,166624,6849.0,62210.0,2.94,FL,Hispanic or Latino,60519
407,Alhambra,California,41.0,42184.0,43388.0,85572,1673.0,44441.0,2.89,CA,American Indian and Alaska Native,687
408,Lynn,Massachusetts,34.8,44598.0,47861.0,92459,3093.0,29899.0,2.81,MA,American Indian and Alaska Native,1176
409,Brentwood,New York,34.2,31395.0,32397.0,63792,1492.0,27058.0,4.98,NY,American Indian and Alaska Native,4242
410,Riverside,California,31.4,160613.0,161810.0,322423,12373.0,69584.0,3.34,CA,American Indian and Alaska Native,5338
411,Menifee,California,37.1,42866.0,44297.0,87163,6821.0,12481.0,3.06,CA,Asian,7108
412,Kalamazoo,Michigan,26.4,37175.0,38865.0,76040,3048.0,3482.0,2.36,MI,White,56866
413,Kalamazoo,Michigan,26.4,37175.0,38865.0,76040,3048.0,3482.0,2.36,MI,Black or African-American,19194
414,Las Cruces,New Mexico,32.7,47835.0,53809.0,101644,9421.0,11888.0,2.58,NM,Hispanic or Latino,60614
415,Las Cruces,New Mexico,32.7,47835.0,53809.0,101644,9421.0,11888.0,2.58,NM,American Indian and Alaska Native,2368
416,Yakima,Washington,34.0,45147.0,48553.0,93700,4705.0,15717.0,2.74,WA,Black or African-American,924
417,Carson,California,40.4,43790.0,49506.0,93296,4273.0,33860.0,3.7,CA,White,28801
418,Carson,California,40.4,43790.0,49506.0,93296,4273.0,33860.0,3.7,CA,American Indian and Alaska Native,2119
419,Ann Arbor,Michigan,28.1,58789.0,58281.0,117070,3614.0,20717.0,2.17,MI,American Indian and Alaska Native,1935
420,Des Moines,Iowa,34.5,103726.0,106591.0,210317,11780.0,23857.0,2.41,IA,Hispanic or Latino,25306
421,Deerfield Beach,Florida,41.4,37155.0,42614.0,79769,3882.0,23642.0,2.46,FL,Black or African-American,25344
422,Greeley,Colorado,31.0,50792.0,50091.0,100883,4294.0,11480.0,2.75,CO,Black or African-American,2856
423,Farmington Hills,Michigan,42.1,37527.0,43805.0,81332,3650.0,18033.0,2.41,MI,Asian,10759
424,Missouri City,Texas,37.2,34932.0,36846.0,71778,4274.0,18556.0,3.03,TX,Black or African-American,28070
425,Orange,California,35.0,67337.0,73658.0,140995,3993.0,34550.0,3.14,CA,Hispanic or Latino,46255
426,Quincy,Massachusetts,41.0,44129.0,49500.0,93629,4147.0,32935.0,2.39,MA,American Indian and Alaska Native,351
427,Everett,Washington,37.0,56212.0,51800.0,108012,7880.0,19499.0,2.36,WA,White,88395
428,Citrus Heights,California,37.8,41982.0,45071.0,87053,6171.0,9466.0,2.49,CA,American Indian and Alaska Native,1514
429,Gainesville,Florida,26.0,60803.0,69330.0,130133,4788.0,15272.0,2.33,FL,Hispanic or Latino,12208
430,San Mateo,California,39.3,50966.0,52558.0,103524,2730.0,34957.0,2.64,CA,American Indian and Alaska Native,682
431,Milpitas,California,36.8,40098.0,37519.0,77617,1608.0,39436.0,3.32,CA,White,17127
432,Fontana,California,29.5,100644.0,106828.0,207472,4076.0,61448.0,4.15,CA,Asian,14281
433,Rockford,Illinois,36.3,71076.0,78270.0,149346,8894.0,18323.0,2.52,IL,Black or African-American,33122
434,Tampa,Florida,35.3,175517.0,193511.0,369028,20636.0,58795.0,2.47,FL,Hispanic or Latino,95154
435,Santa Monica,California,40.6,46732.0,46487.0,93219,2008.0,24448.0,2.0,CA,Black or African-American,9663
436,Boulder,Colorado,29.0,56342.0,51000.0,107342,4061.0,12993.0,2.24,CO,Black or African-American,1615
437,Champaign,Illinois,28.7,43326.0,42760.0,86086,3734.0,12261.0,2.25,IL,Hispanic or Latino,4015
438,Eau Claire,Wisconsin,32.0,32327.0,35106.0,67433,3261.0,2833.0,2.4,WI,Hispanic or Latino,1488
439,Inglewood,California,34.9,52995.0,58661.0,111656,2703.0,34171.0,3.12,CA,White,33966
440,Enterprise,Nevada,34.1,69146.0,66328.0,135474,7526.0,31173.0,2.89,NV,Hispanic or Latino,25307
441,Enterprise,Nevada,34.1,69146.0,66328.0,135474,7526.0,31173.0,2.89,NV,Asian,35444
442,Decatur,Illinois,40.4,34646.0,38210.0,72856,5291.0,1224.0,2.23,IL,Black or African-American,17939
443,Cedar Rapids,Iowa,36.2,63109.0,67296.0,130405,7823.0,5404.0,2.32,IA,Hispanic or Latino,5328
444,German,Maryland,34.9,41115.0,43007.0,84122,2443.0,27877.0,2.95,MD,Asian,15921
445,Shawnee,Kansas,40.1,32313.0,32745.0,65058,3575.0,4136.0,2.64,KS,Hispanic or Latino,4864
446,Shawnee,Kansas,40.1,32313.0,32745.0,65058,3575.0,4136.0,2.64,KS,Black or African-American,7296
447,Palo Alto,California,40.2,31451.0,35397.0,66848,2025.0,23348.0,2.55,CA,White,43019
448,Pueblo,Colorado,37.6,55635.0,53784.0,109419,7989.0,3578.0,2.44,CO,American Indian and Alaska Native,7306
450,Fort Wayne,Indiana,34.7,124815.0,133329.0,258144,13539.0,19146.0,2.45,IN,American Indian and Alaska Native,3577
451,Framingham,Massachusetts,40.3,35442.0,35768.0,71210,2625.0,19070.0,2.49,MA,White,52205
452,Framingham,Massachusetts,40.3,35442.0,35768.0,71210,2625.0,19070.0,2.49,MA,Asian,5993
453,North Charleston,South Carolina,30.7,56549.0,55315.0,111864,9651.0,8789.0,2.82,SC,White,48956
454,Nashua,New Hampshire,38.3,42926.0,45049.0,87975,5532.0,12693.0,2.46,NH,Black or African-American,4147
455,North Little Rock,Arkansas,33.6,31671.0,34835.0,66506,4130.0,2787.0,2.62,AR,Black or African-American,30766
456,Jurupa Valley,California,33.8,49430.0,50884.0,100314,3833.0,25338.0,3.87,CA,Asian,4992
457,Boynton Beach,Florida,45.8,33701.0,40271.0,73972,4727.0,15431.0,2.45,FL,Hispanic or Latino,12553
458,Temple,Texas,33.6,33512.0,38785.0,72297,7333.0,3968.0,2.59,TX,Black or African-American,14747
459,Colorado Springs,Colorado,34.8,225544.0,231018.0,456562,49291.0,35320.0,2.48,CO,White,374900
460,Waterbury,Connecticut,36.2,52235.0,56572.0,108807,3493.0,19967.0,2.71,CT,American Indian and Alaska Native,492
461,Rockville,Maryland,38.1,31205.0,35793.0,66998,1990.0,25047.0,2.6,MD,American Indian and Alaska Native,594
462,Cape Coral,Florida,45.0,85626.0,89604.0,175230,14446.0,24185.0,2.85,FL,Asian,3314
463,Killeen,Texas,29.2,69442.0,71367.0,140809,24281.0,15769.0,2.72,TX,Black or African-American,54601
464,Daly City,California,39.7,53817.0,52757.0,106574,3782.0,56640.0,3.26,CA,Black or African-American,5401
465,Manteca,California,35.3,37053.0,38397.0,75450,3936.0,13942.0,3.25,CA,Asian,8172
466,Duluth,Minnesota,34.7,41271.0,44855.0,86126,5015.0,2258.0,2.25,MN,American Indian and Alaska Native,1894
467,Bloomington,Indiana,23.5,40588.0,43227.0,83815,2368.0,10033.0,2.33,IN,White,71200
